"Reef","Site","Plot","Habitat","Cluster","Class","Area","Area_cm2"
"ICPA","ICPA_BA2D","ICPA_BA2D_P2","BA_D","Inshore Central","Pmas",0.027280632,272.80632
"ICPA","ICPA_BA2D","ICPA_BA2D_P2","BA_D","Inshore Central","Pmas",0.069563859,695.63859
"ICPA","ICPA_BA2D","ICPA_BA2D_P2","BA_D","Inshore Central","Pmas",0.064111486,641.11486
"ICPA","ICPA_BA2D","ICPA_BA2D_P2","BA_D","Inshore Central","Pmas",0.440515767,4405.15767
"ICPA","ICPA_BA2D","ICPA_BA2D_P2","BA_D","Inshore Central","Pmas",0.19438379,1943.8379
"ICPA","ICPA_BA2D","ICPA_BA2D_P2","BA_D","Inshore Central","Pmas",0.115451901,1154.51901
"ICPA","ICPA_BA2D","ICPA_BA2D_P2","BA_D","Inshore Central","Pmas",0.056126936,561.26936
"ICPA","ICPA_BA2D","ICPA_BA2D_P2","BA_D","Inshore Central","Pmas",0.158206097,1582.06097
"ICPA","ICPA_BA2D","ICPA_BA2D_P2","BA_D","Inshore Central","Pmas",0.104061272,1040.61272
"ICPA","ICPA_BA2D","ICPA_BA2D_P3","BA_D","Inshore Central","Pmas",0.240756259,2407.56259
"ICPA","ICPA_BA2D","ICPA_BA2D_P3","BA_D","Inshore Central","Pmas",0.131068715,1310.68715
"ICPA","ICPA_BA2D","ICPA_BA2D_P3","BA_D","Inshore Central","Pmas",0.052360341,523.60341
"ICPA","ICPA_BA2D","ICPA_BA2D_P3","BA_D","Inshore Central","Pmas",0.12978178,1297.8178
"ICPA","ICPA_BA2D","ICPA_BA2D_P3","BA_D","Inshore Central","Pmas",0.059313475,593.13475
"ICPA","ICPA_BA2D","ICPA_BA2D_P3","BA_D","Inshore Central","Pmas",0.033274554,332.74554
"ICPA","ICPA_BA2D","ICPA_BA2D_P3","BA_D","Inshore Central","Pmas",0.602499627,6024.99627
"ICPA","ICPA_BA2D","ICPA_BA2D_P3","BA_D","Inshore Central","Pmas",0.048394058,483.94058
"ICPA","ICPA_BA2D","ICPA_BA2D_P3","BA_D","Inshore Central","Pmas",0.216046762,2160.46762
"ICPA","ICPA_BA2D","ICPA_BA2D_P3","BA_D","Inshore Central","Pmas",0.05296009,529.6009
"ICPA","ICPA_BA2D","ICPA_BA2D_P3","BA_D","Inshore Central","Pmas",0.2187572,2187.572
"ICPA","ICPA_BA2D","ICPA_BA2D_P3","BA_D","Inshore Central","Pmas",0.072228428,722.28428
"ICPA","ICPA_BA2D","ICPA_BA2D_P3","BA_D","Inshore Central","Pmas",0.029570823,295.70823
"ICPA","ICPA_BA2D","ICPA_BA2D_P3","BA_D","Inshore Central","Pmas",0.311517624,3115.17624
"ICPA","ICPA_BA2D","ICPA_BA2D_P3","BA_D","Inshore Central","Pmas",0.187471866,1874.71866
"ICPA","ICPA_BA2D","ICPA_BA2D_P4","BA_D","Inshore Central","Pver",0.050168496,501.68496
"ICPA","ICPA_BA2D","ICPA_BA2D_P4","BA_D","Inshore Central","Pmas",0.697265524,6972.65524
"ICPA","ICPA_BA2D","ICPA_BA2D_P4","BA_D","Inshore Central","Pmas",0.166524448,1665.24448
"ICPA","ICPA_BA2D","ICPA_BA2D_P4","BA_D","Inshore Central","Pmas",1.531483467,15314.83467
"ICPA","ICPA_BA2D","ICPA_BA2D_P4","BA_D","Inshore Central","Pmas",0.145653917,1456.53917
"ICPA","ICPA_BA2D","ICPA_BA2D_P4","BA_D","Inshore Central","Pmas",0.063773581,637.73581
"ICPA","ICPA_BA2D","ICPA_BA2D_P4","BA_D","Inshore Central","Pmas",0.072612211,726.12211
"ICPA","ICPA_BA2D","ICPA_BA2D_P4","BA_D","Inshore Central","Pmas",0.116221599,1162.21599
"ICPA","ICPA_BA2D","ICPA_BA2D_P4","BA_D","Inshore Central","Pmas",0.1038472,1038.472
"ICPA","ICPA_BA2D","ICPA_BA2D_P4","BA_D","Inshore Central","Pmas",0.039558177,395.58177
"ICPA","ICPA_BA2D","ICPA_BA2D_P4","BA_D","Inshore Central","Pmas",0.04342286,434.2286
"ICPA","ICPA_BA2S","ICPA_BA2S_P1","BA_S","Inshore Central","Pmas",0.012604013,126.04013
"ICPA","ICPA_BA2S","ICPA_BA2S_P1","BA_S","Inshore Central","Atab",0.067043499,670.43499
"ICPA","ICPA_BA2S","ICPA_BA2S_P1","BA_S","Inshore Central","Amil",0.042802682,428.02682
"ICPA","ICPA_BA2S","ICPA_BA2S_P1","BA_S","Inshore Central","Pdam",0.209424768,2094.24768
"ICPA","ICPA_BA2S","ICPA_BA2S_P1","BA_S","Inshore Central","Atab",0.089379494,893.79494
"ICPA","ICPA_BA2S","ICPA_BA2S_P1","BA_S","Inshore Central","Atab",0.020890931,208.90931
"ICPA","ICPA_BA2S","ICPA_BA2S_P1","BA_S","Inshore Central","Pver",0.038328226,383.28226
"ICPA","ICPA_BA2S","ICPA_BA2S_P1","BA_S","Inshore Central","Pver",0.053663365,536.63365
"ICPA","ICPA_BA2S","ICPA_BA2S_P1","BA_S","Inshore Central","Amil",0.151861414,1518.61414
"ICPA","ICPA_BA2S","ICPA_BA2S_P1","BA_S","Inshore Central","Pdam",0.012477703,124.77703
"ICPA","ICPA_BA2S","ICPA_BA2S_P1","BA_S","Inshore Central","Pmas",0.01271445,127.1445
"ICPA","ICPA_BA2S","ICPA_BA2S_P1","BA_S","Inshore Central","Atab",0.030522645,305.22645
"ICPA","ICPA_BA2S","ICPA_BA2S_P2","BA_S","Inshore Central","Pdam",0.153252817,1532.52817
"ICPA","ICPA_BA2S","ICPA_BA2S_P2","BA_S","Inshore Central","Pmas",0.060412787,604.12787
"ICPA","ICPA_BA2S","ICPA_BA2S_P3","BA_S","Inshore Central","Pmas",0.196125044,1961.25044
"ICPA","ICPA_BA2S","ICPA_BA2S_P3","BA_S","Inshore Central","Pver",0.061862049,618.62049
"ICPA","ICPA_BA2S","ICPA_BA2S_P3","BA_S","Inshore Central","Pdam",0.154015516,1540.15516
"ICPA","ICPA_BA2S","ICPA_BA2S_P4","BA_S","Inshore Central","Pmas",0.18073056,1807.3056
"ICPA","ICPA_BA2S","ICPA_BA2S_P4","BA_S","Inshore Central","Pmas",0.39004578,3900.4578
"ICPA","ICPA_BA2S","ICPA_BA2S_P4","BA_S","Inshore Central","Pdam",0.200874062,2008.74062
"ICPA","ICPA_BA2S","ICPA_BA2S_P4","BA_S","Inshore Central","Pdam",0.090573132,905.73132
"ICPA","ICPA_BA2S","ICPA_BA2S_P4","BA_S","Inshore Central","Pver",0.082080919,820.80919
"ICPA","ICPA_BA2S","ICPA_BA2S_P4","BA_S","Inshore Central","Pdam",0.053836442,538.36442
"ICPA","ICPA_BA2S","ICPA_BA2S_P4","BA_S","Inshore Central","Pdam",0.147950942,1479.50942
"ICPA","ICPA_BA2S","ICPA_BA2S_P4","BA_S","Inshore Central","Pmas",0.037990479,379.90479
"ICPA","ICPA_BA2S","ICPA_BA2S_P4","BA_S","Inshore Central","Amil",0.03348952,334.8952
"ICPA","ICPA_BA2S","ICPA_BA2S_P4","BA_S","Inshore Central","Pver",0.043716028,437.16028
"ICPA","ICPA_BA2S","ICPA_BA2S_P4","BA_S","Inshore Central","Pdam",0.049537963,495.37963
"ICPA","ICPA_BA2S","ICPA_BA2S_P4","BA_S","Inshore Central","Pmas",0.009294932,92.94932
"ICPA","ICPA_BA2S","ICPA_BA2S_P4","BA_S","Inshore Central","Pdam",0.03668255,366.8255
"ICPA","ICPA_BA2S","ICPA_BA2S_P4","BA_S","Inshore Central","Pdam",0.124495321,1244.95321
"ICPA","ICPA_BA2S","ICPA_BA2S_P4","BA_S","Inshore Central","Pmas",0.017320856,173.20856
"ICPA","ICPA_BA2S","ICPA_BA2S_P4","BA_S","Inshore Central","Pdam",0.095009716,950.09716
"ICPA","ICPA_FR1D","ICPA_FR1D_P1","FR_D","Inshore Central","Spis",0.013021451,130.21451
"ICPA","ICPA_FR1D","ICPA_FR1D_P1","FR_D","Inshore Central","Pdam",0.047148554,471.48554
"ICPA","ICPA_FR1D","ICPA_FR1D_P2","FR_D","Inshore Central","Pmas",0.017561769,175.61769
"ICPA","ICPA_FR1D","ICPA_FR1D_P2","FR_D","Inshore Central","Pdam",0.100640198,1006.40198
"ICPA","ICPA_FR1D","ICPA_FR1D_P2","FR_D","Inshore Central","Pdam",0.06915875,691.5875
"ICPA","ICPA_FR1D","ICPA_FR1D_P2","FR_D","Inshore Central","Pver",0.036334899,363.34899
"ICPA","ICPA_FR1D","ICPA_FR1D_P2","FR_D","Inshore Central","Atab",0.061530793,615.30793
"ICPA","ICPA_FR1D","ICPA_FR1D_P2","FR_D","Inshore Central","Pmas",0.008989971,89.89971
"ICPA","ICPA_FR1D","ICPA_FR1D_P2","FR_D","Inshore Central","Pmas",0.00888091,88.8091
"ICPA","ICPA_FR1D","ICPA_FR1D_P2","FR_D","Inshore Central","Pdam",0.016879344,168.79344
"ICPA","ICPA_FR1D","ICPA_FR1D_P3","FR_D","Inshore Central","Pmas",0.017126896,171.26896
"ICPA","ICPA_FR1D","ICPA_FR1D_P3","FR_D","Inshore Central","Pdam",0.054902965,549.02965
"ICPA","ICPA_FR1D","ICPA_FR1D_P3","FR_D","Inshore Central","Pmas",0.078889091,788.89091
"ICPA","ICPA_FR1D","ICPA_FR1D_P4","FR_D","Inshore Central","Pmas",0.022525267,225.25267
"ICPA","ICPA_FR1D","ICPA_FR1D_P4","FR_D","Inshore Central","Pmas",0.018206033,182.06033
"ICPA","ICPA_FR1D","ICPA_FR1D_P4","FR_D","Inshore Central","Pmas",0.007863303,78.63303
"ICPA","ICPA_FR1D","ICPA_FR1D_P4","FR_D","Inshore Central","Amil",0.014707258,147.07258
"ICPA","ICPA_FR1D","ICPA_FR1D_P4","FR_D","Inshore Central","Pmas",0.0514695,514.695
"ICPA","ICPA_FR1S","ICPA_FR1S_P1","FR_S","Inshore Central","Pmas",0.011971589,119.71589
"ICPA","ICPA_FR1S","ICPA_FR1S_P1","FR_S","Inshore Central","Atab",0.339638233,3396.38233
"ICPA","ICPA_FR1S","ICPA_FR1S_P1","FR_S","Inshore Central","Amil",0.113886972,1138.86972
"ICPA","ICPA_FR1S","ICPA_FR1S_P1","FR_S","Inshore Central","Pdam",0.191299453,1912.99453
"ICPA","ICPA_FR1S","ICPA_FR1S_P1","FR_S","Inshore Central","Amil",0.059450062,594.50062
"ICPA","ICPA_FR1S","ICPA_FR1S_P1","FR_S","Inshore Central","Atab",0.434204616,4342.04616
"ICPA","ICPA_FR1S","ICPA_FR1S_P1","FR_S","Inshore Central","Amil",0.021557342,215.57342
"ICPA","ICPA_FR1S","ICPA_FR1S_P1","FR_S","Inshore Central","Atab",0.25779996,2577.9996
"ICPA","ICPA_FR1S","ICPA_FR1S_P1","FR_S","Inshore Central","Amil",0.081603509,816.03509
"ICPA","ICPA_FR1S","ICPA_FR1S_P1","FR_S","Inshore Central","Atab",0.616206094,6162.06094
"ICPA","ICPA_FR1S","ICPA_FR1S_P1","FR_S","Inshore Central","Amil",0.02272463,227.2463
"ICPA","ICPA_FR1S","ICPA_FR1S_P1","FR_S","Inshore Central","Amil",0.067628595,676.28595
"ICPA","ICPA_FR1S","ICPA_FR1S_P1","FR_S","Inshore Central","Amil",0.124978414,1249.78414
"ICPA","ICPA_FR1S","ICPA_FR1S_P1","FR_S","Inshore Central","Pmas",0.008226022,82.26022
"ICPA","ICPA_FR1S","ICPA_FR1S_P1","FR_S","Inshore Central","Pmas",0.014951414,149.51414
"ICPA","ICPA_FR1S","ICPA_FR1S_P2","FR_S","Inshore Central","Pmas",0.012818586,128.18586
"ICPA","ICPA_FR1S","ICPA_FR1S_P2","FR_S","Inshore Central","Pmas",0.011205818,112.05818
"ICPA","ICPA_FR1S","ICPA_FR1S_P2","FR_S","Inshore Central","Amil",0.033525991,335.25991
"ICPA","ICPA_FR1S","ICPA_FR1S_P2","FR_S","Inshore Central","Amil",0.077242359,772.42359
"ICPA","ICPA_FR1S","ICPA_FR1S_P2","FR_S","Inshore Central","Amil",0.125761125,1257.61125
"ICPA","ICPA_FR1S","ICPA_FR1S_P2","FR_S","Inshore Central","Amil",0.127799249,1277.99249
"ICPA","ICPA_FR1S","ICPA_FR1S_P2","FR_S","Inshore Central","Amil",0.087556898,875.56898
"ICPA","ICPA_FR1S","ICPA_FR1S_P2","FR_S","Inshore Central","Pdam",0.154010321,1540.10321
"ICPA","ICPA_FR1S","ICPA_FR1S_P2","FR_S","Inshore Central","Atab",0.573350626,5733.50626
"ICPA","ICPA_FR1S","ICPA_FR1S_P2","FR_S","Inshore Central","Amil",0.051257508,512.57508
"ICPA","ICPA_FR1S","ICPA_FR1S_P2","FR_S","Inshore Central","Amil",0.071320524,713.20524
"ICPA","ICPA_FR1S","ICPA_FR1S_P2","FR_S","Inshore Central","Amil",0.076252535,762.52535
"ICPA","ICPA_FR1S","ICPA_FR1S_P2","FR_S","Inshore Central","Atab",0.775670423,7756.70423
"ICPA","ICPA_FR1S","ICPA_FR1S_P2","FR_S","Inshore Central","Atab",0.486362676,4863.62676
"ICPA","ICPA_FR1S","ICPA_FR1S_P2","FR_S","Inshore Central","Atab",0.308521184,3085.21184
"ICPA","ICPA_FR1S","ICPA_FR1S_P2","FR_S","Inshore Central","Atab",0.192831503,1928.31503
"ICPA","ICPA_FR1S","ICPA_FR1S_P2","FR_S","Inshore Central","Atab",0.395601162,3956.01162
"ICPA","ICPA_FR1S","ICPA_FR1S_P2","FR_S","Inshore Central","Amil",0.023988994,239.88994
"ICPA","ICPA_FR1S","ICPA_FR1S_P2","FR_S","Inshore Central","Pdam",0.205591172,2055.91172
"ICPA","ICPA_FR1S","ICPA_FR1S_P3","FR_S","Inshore Central","Amil",0.031939222,319.39222
"ICPA","ICPA_FR1S","ICPA_FR1S_P3","FR_S","Inshore Central","Amil",0.164976203,1649.76203
"ICPA","ICPA_FR1S","ICPA_FR1S_P3","FR_S","Inshore Central","Atab",0.966448473,9664.48473
"ICPA","ICPA_FR1S","ICPA_FR1S_P3","FR_S","Inshore Central","Amil",0.025462191,254.62191
"ICPA","ICPA_FR1S","ICPA_FR1S_P3","FR_S","Inshore Central","Pver",0.061163082,611.63082
"ICPA","ICPA_FR1S","ICPA_FR1S_P3","FR_S","Inshore Central","Amil",0.076205454,762.05454
"ICPA","ICPA_FR1S","ICPA_FR1S_P3","FR_S","Inshore Central","Amil",0.085918145,859.18145
"ICPA","ICPA_FR1S","ICPA_FR1S_P3","FR_S","Inshore Central","Amil",0.110754742,1107.54742
"ICPA","ICPA_FR1S","ICPA_FR1S_P3","FR_S","Inshore Central","Amil",0.156270018,1562.70018
"ICPA","ICPA_FR1S","ICPA_FR1S_P3","FR_S","Inshore Central","Amil",0.014842939,148.42939
"ICPA","ICPA_FR1S","ICPA_FR1S_P3","FR_S","Inshore Central","Pmas",0.008532301,85.32301
"ICPA","ICPA_FR1S","ICPA_FR1S_P3","FR_S","Inshore Central","Amil",0.099236984,992.36984
"ICPA","ICPA_FR1S","ICPA_FR1S_P3","FR_S","Inshore Central","Amil",0.154092366,1540.92366
"ICPA","ICPA_FR1S","ICPA_FR1S_P3","FR_S","Inshore Central","Amil",0.226782748,2267.82748
"ICPA","ICPA_FR1S","ICPA_FR1S_P3","FR_S","Inshore Central","Amil",0.094667992,946.67992
"ICPA","ICPA_FR1S","ICPA_FR1S_P3","FR_S","Inshore Central","Amil",0.040517056,405.17056
"ICPA","ICPA_FR1S","ICPA_FR1S_P3","FR_S","Inshore Central","Amil",0.023864679,238.64679
"ICPA","ICPA_FR1S","ICPA_FR1S_P3","FR_S","Inshore Central","Amil",0.120086359,1200.86359
"ICPA","ICPA_FR1S","ICPA_FR1S_P3","FR_S","Inshore Central","Amil",0.158156919,1581.56919
"ICPA","ICPA_FR1S","ICPA_FR1S_P3","FR_S","Inshore Central","Atab",0.419055455,4190.55455
"ICPA","ICPA_FR1S","ICPA_FR1S_P3","FR_S","Inshore Central","Amil",0.080512181,805.12181
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Atab",0.159375095,1593.75095
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.053054937,530.54937
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.033649646,336.49646
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.022642046,226.42046
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.147618959,1476.18959
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.095881237,958.81237
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.165234126,1652.34126
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.020248741,202.48741
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.263141153,2631.41153
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.063110797,631.10797
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.171586536,1715.86536
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.183627195,1836.27195
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.053390865,533.90865
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.160897756,1608.97756
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Pmas",0.008340366,83.40366
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.049077008,490.77008
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.130626203,1306.26203
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.052510151,525.10151
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.25022516,2502.2516
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.137748951,1377.48951
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.033619502,336.19502
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.255855344,2558.55344
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.011119949,111.19949
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.016881949,168.81949
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.008552155,85.52155
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Atab",0.132916981,1329.16981
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.033334589,333.34589
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.041139951,411.39951
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.157569947,1575.69947
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.104259843,1042.59843
"ICPA","ICPA_FR1S","ICPA_FR1S_P4","FR_S","Inshore Central","Amil",0.167380503,1673.80503
